Trcid	Title	Shortdescription	Longdescription	Calendarsummary	TitleEN	ShortdescriptionEN	LongdescriptionEN	CalendarsummaryEN	Types	Ids	Locatienaam	City	Adres	Zipcode	Latitude	Longitude	Urls	Media	Thumbnail	Datepattern_startdate	Datepattern_enddate	Singledates	Lastupdated
0d57e50b-8c1a-48d5-8403-15cb871141fa	Crimi Arrangement Amsterdam	Een dagje door de ogen van een Amsterdamse agent. Tijdens dit arrangement wordt de groep begeleid door een oud rechercheur van de Wallen. De tour start met een rondleiding verzorgd door de agent, die jarenlang in de buurt gewerkt heeft en zodoende allerlei bijzondere verhalen kan vertellen over de vele gebeurtenissen. 	De wandeltour duurt ongeveer 2 uur en onderweg drinkt u een drankje bij een bijzondere kroeg of bij het Baantjercaf&eacute:.<br /> <br /> <strong>Vaartour en Crimi Diner</strong><br /> Na de tour, geniet de groep van een rondvaart over de Amsterdamse grachten met een drankje. Bekijk de stad vanaf het water. Een prachtige vaartour van ongeveer een uur langs de hoogtepunten van de stad, en haar roemruchte verleden. De rondvaart eindigt in de buurt van een leuk restaurant waar het Crimi Diner zal plaatsvinden. Een Moordlustige Avond vol avontuur en plezier. <br /> <strong><br /> Mysterie</strong><br /> De gasten krijgen allemaal een eigen rol en acteurs spelen een theatraal spel gedurende het driegangen diner. Aan het einde van de avond wordt de 'moord' ontrafeld en het mysterie opgelost. Het Crimi Diner is erg leuk voor groepen, zowel voor bedrijven als families en vriendenclubs. Bij het Crimi Diner is een driegangenmenu inbegrepen op een leuke locatie in de buurt van Wallen en de Warmoesstraat.<br /> <br /> Alleen de drankjes zijn niet inbegrepen, verder is alles all-in verzorgd. Het arrangement is priv&eacute: voor de eigen groep (zonder andere groepen). Te boeken via www.toptours.nl.		Crimi Arrangement Amsterdam				Arrangement,Rondleiding	2.11.1,2.11.3	Amsterdam Top Tours & Events	AMSTERDAM	Damrak 219-1	1012 ZJ	52,375218	4,895960	http://www.toptours.nl	http://media.iamsterdam.com/ndtrc/Images/20110303/19335382-7f7e-427b-aeb7-c1cb892b5b02.jpg	http://media.iamsterdam.com/ndtrc/Images/20110303/19335382-7f7e-427b-aeb7-c1cb892b5b02.jpg				2013-12-17 01:24:22
4f9673ab-9a71-4538-9993-cf185369e8b4	Floating and Walking	Specialtours heet je van harte welkom aan boord van één van de luxe boten alwaar de gezellige gids & schipper op je wachten.  	<div><strong>Programma</strong><br /> Als iedereen aan boord is worden de trossen losgegooid en begint een bijzondere vaart door de Amsterdamse grachten. Gedurende deze cruise ontdek je hoe mooi Amsterdam kan zijn vanaf het water. Uiteraard is er tijdens deze vaart ook gelegenheid om een drankje te nuttigen.<br /> <br /> Na een uur wordt aangemeerd voor het voorgerecht. Vervolgens vaart de boot weer door, richting het hoofdgerecht. Na het hoofdgerecht neemt de gids het van de schipper over en neemt je wandelend mee naar misschien wel de bekendste buurt van Amsterdam: de Rosse buurt. Daar zal hij /zij je enkele van de vele interessante verhalen en spannende anekdotes over deze bruisende buurt vertellen.<br /> <br /> Deze enerverende wandeling eindigt bij een oud Amsterdams pakhuis waar je als afsluiter kunt genieten van een overheerlijk dessert.</div> <div><br /> </div> <div>Specialtours adviseert om omstreeks 17:00 of 18:00 uur te starten met 'Floating &amp: Walking'.</div> <div><br /> </div>		Floating and Walking				Arrangement,Rondleiding,Tocht,Culinair	2.11.1,2.11.3,2.11.4,2.11.8		AMSTERDAM	Gillis van Ledenberchstr 78	1052 VK	52,376302	4,871860	http://www.amsterdamtour.nl	http://media.iamsterdam.com/ndtrc/Images/20110303/73ad7c08-946c-41a7-8d31-a89ba33c7b75.jpg	http://media.iamsterdam.com/ndtrc/Images/20110303/73ad7c08-946c-41a7-8d31-a89ba33c7b75.jpg				2013-12-17 01:24:25
6ff44105-dde5-49e5-977c-9d5b4023236e	Architectuurvaart	Onder het genot van een kopje koffie of thee met een plakje cake, mak je kennis met de mooiste en interessantste moderne architectuur die Amsterdam te bieden heeft. Het gaat hierbij om het Oostelijk Havengebied. Gedurende ongeveer een eeuw, ruwweg van 1875 tot 1970, bruiste het in dit gebied van havenactiviteiten.	<div>De rondvaart vaart onder meer langs projecten als de Passagiers-terminal van cruiseschepen, verbouwde pakhuizen en het oude Lloyd-hotel, dat in zijn glorietijd duizenden landarbeiders uit Oost-Europa herbergde voordat zij inscheepten naar Zuid-Amerika.<br /> <br /> Er wordt ook kennis gemaakt met het zeer gevarieerd bebouwde Java eiland, waarop men architectuur ziet die als het ware teruggrijpt op de wijze van bouwen die zo kenmerkend is voor de zeventiende eeuwse grachtengordel van Amsterdam. Er zijn hier zelfs vier nieuwe grachtjes gegraven.<br /> <br /> Voor meer informatie over deze bijzondere rondvaart kun je terecht op de website.</div> <div><br /> </div> <div><br /> </div>	Toelichting: Afvaarttijd zelf te bepalen.	Architectuurvaart				Arrangement,Excursie	2.11.1,2.11.2		AMSTERDAM	Stationsplein 8	1012 AB	52,377697	4,900424	http://www.water-taxi.nl	http://media.iamsterdam.com/ndtrc/Images/20110303/8426238e-86f3-4579-b513-d8437a61db34.jpg	http://media.iamsterdam.com/ndtrc/Images/20110303/8426238e-86f3-4579-b513-d8437a61db34.jpg				2013-12-17 01:24:52
425f28a8-448f-4c75-9726-e33c0da1724c	Oud Hollandse spelletjes met karaoke	Terug in de tijd in het Baantjermuseumcafé. Fun voor jong & oud in hartje Amsterdam! Wat dacht je van de reuzensjoelbaan, het van TV bekende stokvangen of het Koninklijke hamertjesspel? En natuurlijk nog veel meer. Extra punten verdien je met karaoke, regenbestendig groepsuitje.	<div><strong>Oud Hollandse spelletjes + karaoke</strong></div> <div>Het Baantjermuseumcaf&eacute: is de perfecte lokatie voor oud Hollandse spelletjes. In de Amsterdamse Warmoesstraat, in een eeuwenoud pand, ga je met je collega&rsquo:s de strijd aan.</div> <div><br /> </div> <div><strong>Teamuitje in hartje Amsterdam</strong></div> <div>De strijd vindt plaats onder andere aan de reuzensjoelbaan, het stokvangen van de Honeymoonquiz!, de allergrootste 4-op-een-rij, de van TV bekende spiraal, reuzenjenga, het aloude blikgooien, het hamertjespel waar Willem Alexander ooit aan meedeed, etc. De gasten worden verdeeld in een team Rood &amp: een team Wit. Extra punten kun je winnen met Karaoke zingen. Oud Hollandse spelletjes met een extra dus. Tenslotte wordt de winnende groep bekend gemaakt en zij mogen net als vroeger grabbelen. De oud Hollandse spelletjes zijn fun voor jong en oud.</div> <div><br /> </div> <div>Aemstel produkties organiseert sinds 1999 groepsuitjes in Amsterdam. Bekend van TV! Wat dacht je van een Moordspel in de kroeg? Een verkleedpartij gebaseerd op een echte moord in 1958. Of de workshop smartlappen zingen met cd opname? Sinds dit jaar is er een heuse Amsterdamse lachdag die je boeken kunt of ga je meer voor een crimineel uitje? In het Baantjermuseumcaf&eacute: organiseert Van Aemstel Produkties Oud Hollandse spelletjes met cd opname en voor de liefhebbers hebben ze Sex in the City, een hilarische speurtocht over de wallen. Bekijk de website met meer dan 50 tips en filmpjes.</div>	Altijd open	Old Dutch games with karaoke	The Bethaniënklooster (nunnery) and other historical locations in the city accommodate a number of original Old Dutch games. Your group is divided into team White and team Red: both should try and score as many points as possible. This excursion is perfect for team building.		Always open	Arrangement,Excursie	2.11.1,2.11.2		AMSTERDAM	Warmoesstraat 66	1012 JH	52,375106	4,897789	http://www.amsterdamexcursies.nl	http://media.iamsterdam.com/ndtrc/Images/20110307/f9b8a351-9e2f-4f66-8cb1-aba78511118e.jpg	http://media.iamsterdam.com/ndtrc/Images/20110307/f9b8a351-9e2f-4f66-8cb1-aba78511118e.jpg	07-03-2011			2013-12-17 01:32:27
2a6537e2-3b4b-4540-97ee-78e0ca6a515f	Bootverhuur en arrangementen Rederij Noord-Zuid / Blue Boat Company	Bij Rederij Noord-Zuid / Blue Boat Company zijn boten te huur en kunt u ook lunch/diner/borrel cruises of entertainmentcruises maken.		Altijd open	Boat rental and arrangements Rederij Noord-Zuid / Blue Boat Company	Boats can be rented by the hour with the possibility to book lunch, dinner and drink arrangements and entertainment. Entertainment cruises include: Swinging Percussion Cruise, Dancing on the Water (Disco-boat), Sweet Magical Cabaret, Cabaret Express, Sing Along boat, Sailing Sushi Workshop, Borrelen Bikken en Brullen (drinks, snacks & laughs), Polaroid Hunt, Cruise Dine and Play.		Altijd open	Kano- en bootverhuurbedrijf,Arrangement	4.3.2,2.11.1		AMSTERDAM	Stadhouderskade 30	1071 ZD	52,359387	4,887949	http://www.blueboat.nl			09-03-2011			2013-12-23 14:56:42
806c5b12-291b-4455-9ca7-8e301fe4f365	Comedy Diner Arrangement	Het Comedy Diner Arrangement is een echte belevenis en is een compleet avondje uit. De Stand Up Comedy Club bevindt zich in hartje Centrum precies tussen het Centraal Station en de Dam in op de Oudebrugsteeg 7, café Heffer. Met op loopafstand de Zeedijk en de Nieuwmarkt een van de meest bruisende buurten van onze hoofdstad.		Altijd open	Comedy Diner Arrangement			Altijd open	Arrangement	2.11.1		AMSTERDAM	Oudebrugsteeg 7	1012 JN	52,375258	4,897455	http://www.amsterdamtour.nl	http://media.iamsterdam.com/ndtrc/Images/20110309/fd1483f7-c650-463a-bd5c-feae71d365c4.jpg	http://media.iamsterdam.com/ndtrc/Images/20110309/fd1483f7-c650-463a-bd5c-feae71d365c4.jpg	09-03-2011			2013-12-17 01:38:20
dac4c7b5-28b0-42ad-90f2-6afcd126816d	De verborgen stad Amsterdam	Terug in de tijd van de 17e eeuw naar de 13e eeuw. De Amsterdamse Watertaxi Centrale heeft een uniek arrangement samengesteld.	Heb je je ooit afgevraagd waarom de hele wereld juist de Rosse Buurt van Amsterdam kent? En waar komen toch de rode lichtjes vandaan? Weet je wie Rembrandt de opdracht gaf om de Nachtwacht te schilderen en waarom eigenlijk? Waar komen uitdrukkingen als 'vechten tegen de bierkaai' of 'in de aap gelogeerd' vandaan? Hoe zag de stad er in de Middeleeuwen uit en hoe zijn de verdedigingswallen ontstaan?<br /> <br /> <strong>Per boot</strong><br /> Aan boord van een vip-watertaxi word je op de vooraf afgesproken tijd en plaats verwelkomd met een Oud-Hollandsch Van Wees likeurtje. Het eerste uur vaar je door de zeer smalle grachten van het oudste Amsterdam (Rosse Buurt) 'terug in de tijd'. Een route, waar geen rondvaartboot kan komen en dus op voorhand al een unieke belevenis.<br /> <br /> <strong>Te voet</strong><br /> Het tweede uur gaat de tocht verder te voet, om ook de plekken aan te doen waar de boot niet kan komen. Je passeert niet alleen het oudste beroep, maar ook de oudste kerk, de oudste straten en de oudste huizen van Amsterdam. Gedurende het programma vertelt de gids over de kleine, stille getuigen van dat hele oude Amsterdam. Het arrangement wordt afgesloten met een afscheidsdrankje in een typisch caf&eacute:.		The hidden city Amsterdam	Back in time from the 17th to the 13th century. The Amsterdam Watertaxi Centrale has compiled an unique arrangement.			Arrangement	2.11.1		AMSTERDAM	Stationsplein 8	1012 AB	52,377697	4,900424	http://www.water-taxi.nl	http://media.iamsterdam.com/ndtrc/Images/20110310/b87a384f-f502-4891-acc1-74d19e58b239.jpg	http://media.iamsterdam.com/ndtrc/Images/20110310/b87a384f-f502-4891-acc1-74d19e58b239.jpg				2013-12-17 01:41:11
4f6627e9-3cef-49a9-9a7a-4d38c7d34283	Hollandse Molen arrangement	Beleef de Zaanstreek op de scooter. Aan de hand van de routekaart rijdt u op eigen gelegenheid of met een gids door de Zaanstreek met zijn vele molens en industrieel erfgoed.	Een romantische dag met uw partner, of geniet van een uniek dagje uit met familie en vrienden. De Scooter Experience is geschikt voor groepen tot maximaal 25 personen, dus ook geschikt als bedrijfsuitje of vrijgezellendag. <br /> <br /> Het Hollandse Molen arrangement is een volledig verzorgde scootertocht langs diverse Hollandse molens in de Zaanstreek, een prachtig stukje Holland vlakbij Amsterdam. U krijgt een routekaart mee en een overzicht van diverse mogelijke stops tijdens de route. De lengte van de scootertocht is ongeveer 55 kilometer en duurt tussen vier en vijf uur, afhankelijk van de tijd die men neemt om te stoppen. U slingert over fietspaden langs dorpjes zoals Ilpendam, Neck, Jisp en Zaandijk met natuurlijk een uitgebreid bezoek aan de Zaanse Schans. <br /> <br /> Alle tochten van de Scooter Experience starten in Landsmeer. U rijdt op een snorscooter, dus u hoeft geen helm op. U krijgt de scooter mee met een volle tank benzine en u hoeft niet te tanken. Tijdens de tocht zijn er diverse stops voor het bezichtigen van het moois dat de Zaanstreek te bieden heeft, het nuttigen van enige versnaperingen en het maken van foto's. <br /> <br /> Het arrangement is te reserveren voor groepen vanaf 25 personen. Iedere bestuurder dient in het bezit te zijn van een geldig rijbewijs of scootercertificaat. Er zijn kinderzitjes aanwezig. U hoeft geen helm op. <br /> <br />		Hollandse Molen arrangement				Arrangement	2.11.1		LANDSMEER	Noordeinde 54 A	1121 AE	52,440390	4,914448	http://www.scooterexperience.nl	http://media.iamsterdam.com/ndtrc/Images/20111223/445c38de-4d69-412d-ad38-faafb1c2fe40.jpg	http://media.iamsterdam.com/ndtrc/Images/20111223/445c38de-4d69-412d-ad38-faafb1c2fe40.jpg				2013-12-17 08:13:52
45e653aa-c834-4af5-a58f-8b3e95d1325f	Happy Family	Brevent organiseert een heerlijk dagje uit voor de hele familie! Een spannende wandel-speurtocht, entree tot een museum, heerlijk varen in een fluisterboot en culinair genieten.	Brevent organiseert een heerlijk dagje uit voor de hele familie! Een spannende wandel-speurtocht, entree tot een museum, heerlijk varen in een fluisterboot en culinair genieten. Het Happy Family arrangement bestaat uit: <br /> <br /> * Ontvangst met koffie/thee en lekkernij <br /> * Etree museum <br /> * Wandel-speurtocht <br /> * Broodjeslunch <br /> * Varen over de rivier in een fluisterboot <br /> * Warm en koud buffet <br /> <br /> Het Happy Family arrangement is te boeken vanaf 10 personen 		Happy Family				Arrangement	2.11.1		ZAANDAM	Dam 32A	1506 BE	52,438897	4,823896	http://www.brevent.nl	http://media.iamsterdam.com/ndtrc/Images/20111229/2172ecb9-a714-40c9-af71-141a203afecb.jpg	http://media.iamsterdam.com/ndtrc/Images/20111229/2172ecb9-a714-40c9-af71-141a203afecb.jpg				2013-12-17 08:16:44
65228d92-7f31-4a0c-a2cf-d8eb4bd98158	The Pirates of ...	Een uitdagend programma, gebaseerd op de filmhit Pirates of the Caribbean. Teambuilding, groepsuitdaging, strijd en veel mooie momenten.	Het arrangement Pirates staat voor gezelligheid met elkaar, actief en laagdrempelig, dus voor iedereen.<br /> <br /> Het thema is uitgewerkt met decoraties, zodat de sfeer nog beter tot zijn recht komt. Groepen kunnen vooraf of ter plaatse worden ingedeeld, naar uw voorkeur. Vuur, wind, mysterieuze personen, rum, actie, kennis, geluk, piraterij en natuurlijk de piratenvlaggen en -liederen. Dit alles komt tot zijn recht bij het programma Pirates of ... georganiseerd door Broeks Events.<br /> <br /> De hele bemanning is nodig bij het vinden van de schat. Een schat die zoveel goud en rijkdommen bevat dat degene die deze schat vindt, voor de rest van zijn leven kan rusten.&nbsp:<br /> <br /> <br /> Aantal personen: 15 - 250<br /> <br /> Duur programma: 2,5 uur 		The Pirates of your Company				Arrangement	2.11.1		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349	http://www.broeksevents.nl/	http://media.iamsterdam.com/ndtrc/Images/20111230/9228f773-b573-4791-82b6-6b7a15fa6fc9.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/e4d4a19b-8530-4efb-9971-d268886b98b1.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/be522edb-0fb2-4641-92ee-bd2ee02f7ee4.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/0249ff31-8ed0-4025-a2d8-1167a9ca04b1.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/0249ff31-8ed0-4025-a2d8-1167a9ca04b1.jpg				2013-12-17 08:17:35
486a8b71-7766-4220-94f6-1daf3d8f3069	Expeditie Robinson	Wie kent het niet, Expeditie Robinson, dé tv-hit van afgelopen seizoenen. Afzien, strijd, ontberingen, groepsuitdaging en veel mooie momenten. 	Zowel de strandjes als het water en de grasvelden zijn als locatie uitermate geschikt om de sfeer en omstandigheden neer te zetten voor een Expeditie Robinson. Broeks Events zorgt er voor dat de entourage, aankleding en onderdelen geheel op het thema zijn afgestemd. Kokosnoten, bamboe, amulet, fruit, eilandraad, zand en natuurlijk de eliminatie. De combinatie tussen behendigheid, durf, herinnering, geluk en kracht zal in de verschillende onderdelen tot zijn recht komen. Elk team heeft een zo breed mogelijke basis nodig om tijdens deze expeditie ver te kunnen komen. <br /> <br /> Alle teams, die hebben deelgenomen aan de expeditie, moeten aan het einde van alle spelen besluiten welk team het beste expeditieteam is. Belangrijke criteria daarvoor zijn teamspirit, uitstraling, competitie in relatie tot respect voor tegenstanders. <br /> <br /> Aantal personen: 15 - 500<br /> <br /> Duur programma: 2,5 uur <br /> 		Expeditie Robinson				Arrangement	2.11.1		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349	http://www.broeksevents.nl	http://media.iamsterdam.com/ndtrc/Images/20111230/81e444cb-de4e-4fc3-b645-b863f56adb6a.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/af042cd6-6d8d-4cbf-b47d-800f3f441094.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/c9ea94af-baaa-4295-bc2b-5c2f303b5edd.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/3f83315d-c8e3-4754-adff-c091ab53fb65.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/c9ea94af-baaa-4295-bc2b-5c2f303b5edd.jpg				2013-12-17 08:17:35
b5ed9068-cd74-4030-8b6e-400ba1849c50	Team action games, play it fair!	Team action is een actieve en gezellige meerkamp, die op iedere gewenste locatie georganiseerd kan worden. 	Het is een groepsprogramma van Broeks Events, dat volledig gericht is op samenwerken en daarmee uitermate geschikt voor het ontwikkelen van een sterk teamgevoel. De groep krijgt een sportieve uitdaging opgedragen. Deze moet binnen een bepaalde tijd en tegen een ander team uitgevoerd worden. Overleggen, plannen, een taakverdeling opstellen en elkaar constructieve feedback geven, zijn onontbeerlijk voor het slagen van de opdracht.<br /> <br /> Naast de uitdagingen, maken ook verschillende ludieke teamsporten onderdeel uit van dit programma. Enkele voorbeelden hiervan zijn: tjouckbal, siamees soccer en knotshockey. Ook bij deze onderdelen is samenwerking essentieel om tot een goed resultaat te komen. <br /> <br /> <br /> Aantal personen: 15 - 500<br /> <br /> Duur programma: 2,5 uur <br /> 		Team action games, play it fair!				Arrangement	2.11.1		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349	http://www.broeksevents.nl/	http://media.iamsterdam.com/ndtrc/Images/20111230/b535e29e-c567-4357-a14e-b33a7944387e.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/9a679d8d-469c-494b-84bf-7ba8a7271881.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/f6f01595-a091-42bc-99a2-ced809380a7d.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/85d4d260-7a97-419d-aba4-2e2a70656443.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/9a679d8d-469c-494b-84bf-7ba8a7271881.jpg				2013-12-17 08:17:36
64e0c5f7-f5f4-4a32-84c4-d1dbf41725ef	Workshops & Clinics	Wil je een dagprogramma of alleen een uurtje ontspannen?	De clinics van Broeks Events bieden volop mogelijkheden. Schermen, tekenen en schilderen, handboogschieten, percussie, tai chi, capoeira, discgolf, boerengolf, beachgolf, cocktails maken, sushi maken, van alles is mogelijk, al dan niet gecombineerd. <br /> <br /> Prijs: vanaf ? 17,50 per persoon<br /> <br /> Aantal personen: afhankelijk van het onderdeel<br /> <br /> Duur programma: 1 - 2 uur <br /> 		Diverse clinics				Arrangement,Workshop	2.11.1,2.11.5		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349	http://www.broeksevents.nl	http://media.iamsterdam.com/ndtrc/Images/20111230/855126fe-0af4-4ef1-bc85-5a64d617678a.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/906a0739-3332-4f85-86dc-cbdd3cb9deda.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/6ac32698-97ca-48bd-ada1-1d0bd929d362.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/906a0739-3332-4f85-86dc-cbdd3cb9deda.jpg				2013-12-17 08:17:39
1e4777a1-fc65-4e17-97b7-60b19ed4e3b2	Highland Games	De Schotse Highland Games is een actief evenement van formaat, waarbij teamspirit onontbeerlijk is! 	Samen werken aan een mooi teamresultaat, waarbij elementen als kracht, snelheid, souplesse en teamgeest uiteindelijk het eindresultaat bepalen. Het Hoge Landenprogramma van Broeks Events is samengesteld op basis van de originele Schotse spelen. De spelen zijn voor alle deelnemers geschikt: man of vrouw, jong of minder jong. Gekleed in een echte Schotse kilt gaan de teams met en tegen elkaar de strijd aan.<br /> Desgewenst wordt het evenement geopend met een doedelzakspeler en een toastje schotse zal. <br /> <br /> Aantal personen: 15 - 500<br /> <br /> Duur programma:&nbsp:2,5 uur 		Highland Games, een unieke belevenis				Arrangement	2.11.1		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349	http://www.broeksevents.nl	http://media.iamsterdam.com/ndtrc/Images/20111230/25d09b5f-89a3-498e-a6bc-c77fecdecefd.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/086f1fea-9041-43cd-8caa-1d58d082c04c.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/910b6fc8-1c7d-4986-bd97-4ecfa42fac96.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/a708ba87-b616-473b-a239-51fa9524a089.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/a708ba87-b616-473b-a239-51fa9524a089.jpg				2013-12-17 08:17:38
2f124d1b-01c3-4c06-bd4c-f7e4fe6cd1e3	Wampex	Beleef een unieke tocht met de WAMPEX georganiseerd door Broeks Events. De oorsprong van de Wampex (Water AMPhibie EXpeditie) ligt bij het Engelse leger.	Nieuwe rekruten krijgen de opdracht een route op verschillende manieren af te leggen. Onderweg moesten er diverse opdrachten worden uitgevoerd. De achterliggende gedachte was gebaseerd op het bevorderen van de onderlinge samenwerking en het stimuleren van de groepsbinding. <br /> <br /> Alle onderdelen van dit programma zijn gebaseerd op avontuur, samenwerking, creativiteit, inzicht en slagvaardigheid! De groep wordt verdeeld in subgroepen, zodat samenwerken een must is! Een greep uit de mogelijke vervoersmiddelen: schoolbus, kano, rafts, fiets, tandem, step, vlot, etc. <br /> <br /> <br /> Aantal personen: 15 - onbeperkt<br /> <br /> Duur programma: 2,5 uur <br /> <br /> 		Wampex				Arrangement	2.11.1		WIJDEWORMER	Zuiderweg 72E	1456 NH	52,472110	4,843349		http://media.iamsterdam.com/ndtrc/Images/20111230/6ce9da89-a2ad-4469-825f-e289b8800a94.jpg,http://media.iamsterdam.com/ndtrc/Images/20111230/5ba398eb-beb3-48d3-9e26-85f1148d892e.jpg	http://media.iamsterdam.com/ndtrc/Images/20111230/5ba398eb-beb3-48d3-9e26-85f1148d892e.jpg				2013-12-17 08:17:38
ba5a6615-3d78-4673-80cd-254facf21092	Seaside Sports	Op het 300 meter brede strand van IJmuiden organiseert Seaside Sports bedrijfsuitjes, vrijgezellenuitjes, familiedagen of gewoon een gezellig dagje uit.	Blokarten staat bij Seaside Sports garant voor een sportieve en avontuurlijke dag. Het suizen van de wind, de snelheid en de prachtige omgeving in combinatie met het uitstekende materiaal en ervaren instructeurs, bezorgen keer op keer een ervaring om nooit te vergeten.<br /> <br /> Kijk op de website voor meer informatie.		Seaside Sports	At home on the 300-metre wide beach of IJmuiden, Seaside Sports organises special business outings, family days and other fun beach activities. Thanks to the flat terrain and coastal winds, land sailing is a particularly exciting way to zoom along the sand, racing friends or peers. As well as providing all necessary safety materials, experienced instructors are always on hand.			Watersport,Overige buitensport,Arrangement,Excursie,Tocht	2.8.8,2.8.11,2.11.1,2.11.2,2.11.4	Seaside Sports	IJMUIDEN	Kennemerstrand 180	1976 GA	52,456690	4,563344	http://www.seasidesports.nl/	http://media.iamsterdam.com/ndtrc/Images/20120319/d669a5de-dfca-426e-b450-21a9bca6cc22.jpg	http://media.iamsterdam.com/ndtrc/Images/20120319/d669a5de-dfca-426e-b450-21a9bca6cc22.jpg				2014-01-09 14:27:52
e931f901-f790-4c79-a9da-3b10638cc11e	Hou van Holland Arrangement	Het Hou van Holland Arrangement is een compleet uitje in de binnenstad van Amsterdam. Dit groepsuitje bestaat uit drie onderdelen die zich uitermate goed met elkaar laten combineren.	<div><strong>Spelprogramma</strong></div> <div>De dag begint met het Crazy 88 spelprogramma. Tijdens dit hilarische en knotsgekke spelprogramma is het de bedoeling dat e verdeeld in teams de meest idiote en doldwaze opdrachten gaat vervullen in de binnenstad van Amsterdam.</div> <div><br /> </div> <div><strong>Borrelboot</strong></div> <div>Na dit spelprogramma ga je mee op de borrelvaart. Onder het genot van een onbeperkte Hollandse bar en een koud drankje binnen handbereik kun je genieten van al het moois dat Amsterdam te bieden heeft. Na anderhalf uur zal de schipper je afzetten bij het restaurant voor het volgende onderdeel: Het Hou van Holland Speldiner.</div> <div><br /> </div> <div><strong>Diner</strong></div> <div>Tijdens het Hou van Holland Diner speel je tussen de gerechten door de nostalgische Hou van Holland Quiz. De spelleiders testen je &quot:Hollandse kennis&quot:. Het Hou van Holland spel bestaat uit verschillende rondes die je tussen de gerechten van het drie gangen diner door speelt.</div>	Toelichting: Tour alleen op afspraak.	Love Holland Package				Arrangement	2.11.1	GET Events	AMSTERDAM	Gillis van Ledenberchstraat 78	1052 VK	52,376337	4,871750	http://www.getevents.nl	http://media.iamsterdam.com/ndtrc/Images/20120425/69cc1b2b-403a-45cf-97c9-02d36911bb98.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/2b9f9aec-dcd9-4ade-8d34-8a0be71c0c24.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/b7b4b9fb-a83c-48a3-95d5-d999dffa5906.jpg	http://media.iamsterdam.com/ndtrc/Images/20120425/69cc1b2b-403a-45cf-97c9-02d36911bb98.jpg				2013-12-17 11:32:06
